format	definitions	instances	example
Boolean	1	1	https://api.swaggerhub.com/apis/ramanatha106/Nightwing/1.0
Bronze, Silver, Gold, Platinum	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
BuildQueryOrder	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
BuildReason	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
BuildReference	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
BuildResult	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
BuildStatus	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
BuildType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TestImpact.json
CHART	1	1	https://api.swaggerhub.com/apis/liang3404814/lc-lelab/3.0.0
CLXXXXXX,	1	1	https://raw.githubusercontent.com/mon0051/Angular2TestHarness/master/swagger/swagger-0.1.3.yaml
CancellationToken	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Drop.json
Capitalized boolean	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
Cash, Z8, Poynt	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
ChangeList	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
Char	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Security.json
ChargeModeType	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
ChargePointType	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
ChargingFacilityType	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
Column name	1	5	https://raw.githubusercontent.com/EpykOS/msipymeDocs/master/api/api/swagger.yaml
Column_Type_Format	1	2	https://raw.githubusercontent.com/yolanda6/test/master/courseAPI-4.json
CombinationID	1	2	https://raw.githubusercontent.com/TimeZynk/timezynk-api-spec/master/spec/swagger.yaml
CommentSortOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
CommentTrackingCriteria	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/CodeReview.json
ConnectOptions	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Locations.json
ConnectedServiceKind	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Core.json
ConnectorStandard	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
Cool party	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Credit, Redeem	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
CultureInfo	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Accounts.json
CustomTestFieldScope	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
DATE,PRICE,RELAVANCE	1	4	https://api.swaggerhub.com/apis/mohanasrinivasan/RentSher/v1
DEFINITELYALPHANUMERIC	1	1	https://raw.githubusercontent.com/dwojciec/test/master/src/main/resources/ahoi.swagger.json
DEFINITELYNUMERIC	1	1	https://raw.githubusercontent.com/dwojciec/test/master/src/main/resources/ahoi.swagger.json
DESC	1	1	https://raw.githubusercontent.com/sergehuber/contextserver-rest-api/master/cxsSwagger.yaml
DESC (or ASC?)	1	1	https://api.swaggerhub.com/apis/anson/Testing3/0.0.1
DM100151743	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
DMSP3603,DMSP3602	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
Date ISO-8601	1	7	https://api.swaggerhub.com/apis/danielkonimbo/Konimbo/1.0.0
DateTimeOffset	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/CodeReview.json
Datetime	1	1	https://api.swaggerhub.com/apis/ramanatha106/Nightwing/1.0
Datetime ISO 8601	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
DayOfWeek	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Work.json
Decimal	1	2	https://raw.githubusercontent.com/Crazedpeanut/PTV-Client-SDKs/master/swagger.yaml
DefinitionQueryOrder	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
DefinitionRunInfo	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TestImpact.json
DefinitionType	1	5	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
DeploymentGroupActionFilter	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
DeploymentGroupExpands	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
DeploymentOperationStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
DeploymentStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
Descriptive text for policy violation	1	1	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
Dmitry	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Double	1	8	https://api.swaggerhub.com/apis/amira123456/experiment-createdpredictive_exp/2.0
E.164	1	3	https://api.swaggerhub.com/apis/mayboroda/smart-connector-backoffice/1
ETSI, ENUM, NOT, DONE	1	27	https://api.swaggerhub.com/apis/pelle1024/VNF/1.0.0
Either 'all' or a version number.	1	1	https://raw.githubusercontent.com/OrganicityEu-Platform/api/master/raw/Scenarios.yaml
Email	1	1	https://api.swaggerhub.com/apis/njrasser/test/1.0.0
Embed URL for this attachment	1	1	https://raw.githubusercontent.com/fabito/api-doc/master/curation/curation_api.yaml
Embed URL for this attachment (* TODO - o que eh i...	1	1	https://raw.githubusercontent.com/fabito/api-doc/master/cards/cards_api.yaml
Employee	1	1	https://api.swaggerhub.com/apis/alexzaitzev/stages/1.0.0
Empty string if true	1	1	https://raw.githubusercontent.com/wiki-ai/ores/master/ores/wsgi/templates/v2_swagger.json
Enumeration name	1	1	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
Eurobetrag	1	1	https://raw.githubusercontent.com/hypoport/europace2-api/master/Produktanbieterdarlehensdaten/swagger.yaml
ExtensionRequestState	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/ExtensionManagement.json
ExtensionValidationStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Oss.json
FolderQueryOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
Foo/Bar	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
For local Authentication this is the User's email ...	1	1	https://raw.githubusercontent.com/xhape/ideamarket-api/master/api/swagger/swagger.yaml
Format : yyyy-mm-dd 	1	4	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
Free/Basic/Plus	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
GMT Timestamp	1	1	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
GetBehaviorsExpand	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTrackingProcess.json
GetFieldsExpand	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
GetProcessExpandLevel	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTrackingProcess.json
GitBaseVersionDescriptor	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitPullRequestSearchCriteria	1	3	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitPushSearchCriteria	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitQueryCommitsCriteria	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitTargetVersionDescriptor	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitVersionDescriptor	1	6	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GivenNames FamilyName (Alias)	1	1	https://raw.githubusercontent.com/mon0051/Angular2TestHarness/master/swagger/swagger-0.1.3.yaml
HEX	1	1	https://api.swaggerhub.com/apis/antonfos/ics/1.0.0
HLS	1	1	https://api.swaggerhub.com/apis/happyesthete/channel-services_api/2.7.0
HTML	1	1	https://api.swaggerhub.com/apis/DanskSupermarked/PublicAPIs/1
HTTP response code	1	1	https://raw.githubusercontent.com/mg4tv/API-spec/master/swagger.yaml
HTTPS Image URL	1	4	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
Hex RGB	1	3	https://api.swaggerhub.com/apis/dept/urfu/0.0.0
Hex16	1	12	https://raw.githubusercontent.com/favweb/news-hacks-other/master/onos_swagger.json
HistoryEntry	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
IATA code of airport	1	2	https://api.swaggerhub.com/apis/stinethebean/ClaimCompass-Microsoft2/1.0.0
IBAN	1	1	https://api.swaggerhub.com/apis/Chetana14/IBANNameCheck/1.0.0
ID or Email	1	1	https://api.swaggerhub.com/apis/rayhan/employee-app_api/1.0.0
IP	1	1	https://raw.githubusercontent.com/MrJellyB/procitor/master/api/swagger.yaml
IPv4 IP address	1	1	https://api.swaggerhub.com/apis/swamin7191/getTripEvent/1.0.0
IPv4 address	1	2	https://api.swaggerhub.com/apis/cisco-ccf-nws/VPNaaS/1.0.0
IPv4 based subnet	1	1	https://api.swaggerhub.com/apis/swamin7191/getTripEvent/1.0.0
ISBN-13	1	2	https://raw.githubusercontent.com/juleux/Ice-and-Fire-API/master/swagger.yaml
ISO	1	1	https://api.swaggerhub.com/apis/Icdev/affise-api/2
ISO 4217	1	2	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
ISO 8601 duration	1	1	https://api.swaggerhub.com/apis/amilos/Entitlements/v1
ISO 8601 formatted date string	1	4	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
ISO-2	1	5	https://api.swaggerhub.com/apis/mayboroda/smart-connector-backoffice/1
ISO-639	1	1	https://api.swaggerhub.com/apis/AndrewBresee/warehouse/0.0.1
ISO-8601 Date format YYYY-MM-DDTHH:mm:ss	1	4	https://api.swaggerhub.com/apis/chench/aggiefeed/1.0.0
ISO-8601 time (HH':'mm':'ss.FFFFFFF)	1	2	https://api.swaggerhub.com/apis/stefanraffeiner/homeaway-hsapi_swagger_definition/10
ISO-9362	1	1	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
ISO4217	1	3	https://api.swaggerhub.com/apis/iliya/Currencies/1.0.0
ISO8601-UTC	1	2	https://raw.githubusercontent.com/jesuspc/time_machine/master/priv/static/swagger.json
ISO_3166-1_alpha-2	1	3	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
Inbound or Outbound	1	1	https://raw.githubusercontent.com/SPHornsby/metrominder/master/swagger.json
Initials Firstname Lastname	1	1	https://api.swaggerhub.com/apis/DBiT/larbiz/v0
JSON_CALLBACK	1	5	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
JValue	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Npm.json
JWT	1	2	https://raw.githubusercontent.com/BafS/Kaudio/master/docs/swagger.yaml
JWT Token	1	3	https://api.swaggerhub.com/apis/MatusMaterna/Intranet/1.0.0
JWT token	1	1	https://api.swaggerhub.com/apis/MatusMaterna/Intranet/1.0.0
Jackson	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
JsonPatchOperationData	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/IdentityMru.json
Kozyrev	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Lat,Lon	1	2	https://raw.githubusercontent.com/Aallam/GeoLocation-API/master/api/swagger.yaml
Lat:Lng	1	3	https://api.swaggerhub.com/apis/grishkov.mn/Claris.Map/1.0.0
Ledger query syntax	1	1	https://raw.githubusercontent.com/kadena-io/juno/master/swagger/juno-swagger.json
Lenght<128 (Великолепно)	1	2	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Lenght<256 (Все было весело)	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Lenght<256 (Не, было по-другому)	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Light, Dark	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
Location	1	1	https://raw.githubusercontent.com/Tidetech/tidetech-apiary/master/swagger.yaml
Long	1	1	https://api.swaggerhub.com/apis/vignesh_a/firstDataAPI/3.0.0
Lowercase alphanumeric	1	3	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
MAC	1	4	https://api.swaggerhub.com/apis/manciniadriano/ENERGIS/1.0.0
MAC Address	1	1	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
MCC from Enum	1	1	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
MD5	1	1	https://api.swaggerhub.com/apis/devtest/EmployBridge/1.0.0
MM-YYYY	1	1	https://api.swaggerhub.com/apis/lmaderuelo/hbRestAPI/1.0.0
MM/DD/YYYY	1	5	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
MM/DD/YYYY hh:mm	1	1	https://api.swaggerhub.com/apis/ajeets1971/VirtualDriveThru/1.0.0
MM/DD/YYYY hh:mm TT	1	2	https://api.swaggerhub.com/apis/ajeets1971/VirtualDriveThru/1.0.0
MS	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
MachineGroupActionFilter	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
MailSectionType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
Major Version.Minor Version.Build YYMM.Build Relea...	1	3	https://raw.githubusercontent.com/Avalara/developer-dot/master/dynamic/swagger/communications/afc.yaml
MediaType	1	1	https://raw.githubusercontent.com/Chronoes/ttu-webservices-project/master/docs/restApi.yaml
MetadataType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Search.json
Michael	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
MongoDB ObjectId	1	2	https://raw.githubusercontent.com/BafS/Kaudio/master/docs/swagger.yaml
My comment	1	2	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
My room name	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
NAF code from Enum	1	1	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
Nome Cognome	1	1	https://raw.githubusercontent.com/salvioner/SE_16_182870_175020_173715_P/master/API/API.yaml
None or combination elements in Set {LIVESTOCK, GO...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
Not specified...	1	6	https://api.swaggerhub.com/apis/pelle1024/VNF/1.0.0
NotificationResult	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/ServiceHooks.json
NotificationStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/ServiceHooks.json
Number	1	1	https://api.swaggerhub.com/apis/pattch/OrgDB/1.0.0
OAUTH2 (IAM)	1	1	https://raw.githubusercontent.com/zalando-incubator/zally/master/server/src/main/resources/api/zally-api.yaml
OK	1	1	https://raw.githubusercontent.com/zhanggbj/bosh-swagger/master/docs/swagger/swagger.json
ObjectId ('581cefbcf577abad8b8a4eа3')	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
ObjectId ('581cefbcf577abad8b8aded0')	1	21	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
ObjectId ('58337137f577ab5c3ffea8eb')	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
One of the values from preview-types endpoint	1	1	https://api.swaggerhub.com/apis/flipmokid/web-messaging_admin_api/0.0.13
One of the values from trigger-types endpoint	1	1	https://api.swaggerhub.com/apis/flipmokid/web-messaging_admin_api/0.0.13
OpenSearch SRU	1	2	https://raw.githubusercontent.com/airbusgeo/api-docs/master/search.yaml
OrganizationSearchKind	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Organization.json
OssResourceType	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Oss.json
P#D where # is the number of days.	1	1	https://raw.githubusercontent.com/Avalara/developer-dot/master/dynamic/swagger/communications/afc.yaml
PONG	1	1	https://api.swaggerhub.com/apis/bynd.markosamuli/healthcheck/1.0.0
Party documentation description	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Party documentation sample	1	7	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
PipelineDefinitionExpands	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineDefinitionQueryOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineDefinitionTriggerType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineExpands	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineQueryOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
Plain Text	1	1	https://api.swaggerhub.com/apis/ok200/FLZ/1.0.0
PlanGroupStatusFilter	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Task.json
Planning	1	1	https://api.swaggerhub.com/apis/jakubk/BCM-xG/1
PlugType	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
ProjectState	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Core.json
PropertyPair	1	1	https://raw.githubusercontent.com/hellosnow/simple_doc/master/jehuan_simple_test/swagger.json
Prozentsatz	1	1	https://raw.githubusercontent.com/hypoport/europace2-api/master/Produktanbieterdarlehensdaten/swagger.yaml
QAM	1	1	https://api.swaggerhub.com/apis/happyesthete/channel-services_api/2.7.0
QueryDeletedOption	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
QueryExpand	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
QueryMembership	1	5	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Identities.json
RFC 3986	1	4	https://api.swaggerhub.com/apis/matryer/AuthStar/1.0.0
RGB	1	1	https://raw.githubusercontent.com/kbessinger/lamda_proc/master/example/swagger.yaml
Rating	1	3	https://raw.githubusercontent.com/Chronoes/ttu-webservices-project/master/docs/restApi.yaml
RecommendationInput	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Recommendation.json
RecommendationType	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Recommendation.json
Region	1	1	https://raw.githubusercontent.com/Tidetech/tidetech-apiary/master/swagger.yaml
ReleaseDefinitionExpands	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReleaseDefinitionQueryOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReleaseExpands	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReleaseQueryOrder	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReleaseReference	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
ReleaseStatus	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReportingRevisionsExpand	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
ResourceName	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Commerce.json
ResponseType	1	3	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/DelegatedAuthorization.json
ResultDetails	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
ReviewSearchCriteria	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/CodeReview.json
Risk1,Risk2,Risk3,Risk4,Risk5	1	1	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
SINGLE element in Downslope set +  , + SINGLE elem...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE element in SET { <10cm ; 10-50cm ; 50cm-1m ...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE element in SET {5m ; 10m ; 15m ; 20m ; 25m}	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE element in SET {WEST ; NORTH ; SOUTH ; EAST...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE elemet in SET { tree; shrubland; grassland;...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE elemet in SET { tree; shrubland; grassland;...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SPARQL or SPARQL Update query	1	1	https://api.swaggerhub.com/apis/keski/rest-spin/1.0.0
SUBSET of SET = { Bare ; Trees ; Shrubs ; Sub-shru...	1	10	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SecureFileActionFilter	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
Security	1	1	https://api.swaggerhub.com/apis/vinnarasu/ncs-marketplace/1.0.0
Set of 'CallerId', 'SmsSender'	1	1	https://raw.githubusercontent.com/tylerlong/ringcentral-csharp-codegen/master/specs/basic.json
Single element in set {SAND ; LOAMY SAND ; SANDY L...	1	7	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
Single element in set {SAND ; LOAMY SAND ; SANDY L...	1	14	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
Single element in {FLAT (0-2%); GENTLE (3-5%); MOD...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
Single word hybris key	1	1	https://api.swaggerhub.com/apis/dolice/Hybris-Search/1.0.0
Size(2)	1	3	https://raw.githubusercontent.com/EpykOS/msipymeDocs/master/api/api/swagger.yaml
Sting	1	1	https://api.swaggerhub.com/apis/ramanatha106/Nightwing/1.0
StreamContent	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
StreamedBatch	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
String - None or combination elements in Set {LIVE...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
String - SINGLE element in Downslope set + , + S...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
String - Single element in Set {tree cover, >25% c...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
SubscriptionQueryFlags	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Notification.json
TABLE	1	3	https://api.swaggerhub.com/apis/liang3404814/lc-lelab/3.0.0
TECI	1	1	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
TX-{10 Digits}	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
TaskAgentPoolActionFilter	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
TaskAgentPoolType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
TaskAgentQueueActionFilter	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
TaskResult	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
TestSessionSource	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
Text	1	22	https://raw.githubusercontent.com/ReDeployIO/swagger-api/master/swagger.json
Text to put into response body. Omit to let implem...	1	1	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
TfvcChangesetSearchCriteria	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Tfvc.json
TfvcLabelRequestData	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Tfvc.json
TfvcShelvesetRequestData	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Tfvc.json
TfvcVersionDescriptor	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Tfvc.json
TimeZoneInfo	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Accounts.json
Token XXXXXXXX	1	1	https://raw.githubusercontent.com/malaonline/Server/master/server/app/api/api.yaml
TreeStructureGroup	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
Two letter ISO Language Code	1	7	https://api.swaggerhub.com/apis/dolice/Hybris-Search/1.0.0
