format	definitions	instances	example
services	2	2	https://raw.githubusercontent.com/PDIS/swagger_file/master/%E6%94%BF%E5%BA%9C%E8%B3%87%E6%96%99%E9%96%8B%E6%94%BE%E8%B7%A8%E5%B9%B3%E8%87%BA%E4%BB%8B%E6%8E%A5%E8%A6%8F%E7%AF%84.yaml
slug	2	14	https://raw.githubusercontent.com/laincloud/sso-ldap/master/apidoc/swagger.json
smiles	2	6	https://raw.githubusercontent.com/DouglasConnect/ChemIdConvert/master/swagger.yaml
text/html	2	4	https://raw.githubusercontent.com/psomashe/amc-interview/master/binary-tree-rest-master/api/swagger/swagger.yaml
timezone	2	6	http://learnifier.com/apidocs/learnifier.json
token	2	5	https://raw.githubusercontent.com/Kesshou/Kesshou-Server/master/public/swagger.json
tryte	2	2	https://raw.githubusercontent.com/davad/iota-dashboard/master/config/swagger.yaml
url-path	2	4	https://raw.githubusercontent.com/nicko7i/vcnc/master/vcnc-rest/api/v1api.yaml
xtype:flow-identifier	2	43	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-volt/swagger.yaml
yang:yang-identifier	2	10	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
Device_ID	1	1	https://raw.githubusercontent.com/jimishio/jimishio.github.io/master/swagger.json
#/definitions/Cursor	1	1	https://raw.githubusercontent.com/zalando/nakadi/master/api/nakadi-event-bus-api.yaml
#/definitions/Hakemus	1	1	https://raw.githubusercontent.com/solita/livijuku/master/juku-backend/src/swagger/asiahallinta/asiahallinta-api.yaml
#/definitions/Hakemuskausi	1	1	https://raw.githubusercontent.com/solita/livijuku/master/juku-backend/src/swagger/asiahallinta/asiahallinta-api.yaml
#/definitions/Paatos	1	1	https://raw.githubusercontent.com/solita/livijuku/master/juku-backend/src/swagger/asiahallinta/asiahallinta-api.yaml
#/definitions/Taydennys	1	2	https://raw.githubusercontent.com/solita/livijuku/master/juku-backend/src/swagger/asiahallinta/asiahallinta-api.yaml
#/definitions/TaydennysHakuohje	1	1	https://raw.githubusercontent.com/solita/livijuku/master/juku-backend/src/swagger/asiahallinta/asiahallinta-api.yaml
'90x90' | '195'x'195' | '584'x'584'	1	1	https://raw.githubusercontent.com/tylerlong/ringcentral-csharp-codegen/master/specs/basic.json
'CallerId' | 'SmsSender'	1	1	https://raw.githubusercontent.com/tylerlong/ringcentral-csharp-codegen/master/specs/basic.json
'completed={result_url}' : query successfuly proce...	1	1	https://raw.githubusercontent.com/dgrechka/FetchClimateAPI/master/API.yaml
([0-9]+[-])*[0-9]+	1	1	https://raw.githubusercontent.com/frankvanes/dll-swagger/master/swagger.json
(format to define)	1	1	https://raw.githubusercontent.com/sweng-epfl/2015-team-phisicists/master/serviceAPI.yaml
+XXAABBCCDDEE	1	2	https://raw.githubusercontent.com/sittor/back/master/swagger/result.json
-?\w+	1	1	https://raw.githubusercontent.com/Avalara/developer-dot/master/dynamic/swagger/avataxbr/companies-api.json
.*	1	1	https://raw.githubusercontent.com/swagger-api/swagger-codegen/master/modules/swagger-codegen/src/test/resources/2_0/responseHeaderTest.yaml
...	1	1	https://raw.githubusercontent.com/pericles-project/SPIN-rule-engine/master/apidocs/ui/swagger.json
/(\W\w+\-?)+/	1	4	https://raw.githubusercontent.com/ygirard/NxICAPI/master/Swagger_APISpec.yaml
/Foo/Bar	1	2	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
/\A([\w+\-](\.[\w+\-])?)+@[a-z\d\-]+(\.[a-z]+)*\.[...	1	2	https://raw.githubusercontent.com/ygirard/NxICAPI/master/Swagger_APISpec.yaml
/\d+/	1	2	https://raw.githubusercontent.com/ygirard/NxICAPI/master/Swagger_APISpec.yaml
/^[a-zA-Z0-9]+$/	1	1	https://raw.githubusercontent.com/blinkboxbooks/storage-service/master/swagger/admin.yaml
/^bbbmap:[a-zA-Z0-9]+:/	1	1	https://raw.githubusercontent.com/blinkboxbooks/storage-service/master/swagger/admin.yaml
0    Train (metropolitan) 1    Tram 2    Bus (metr...	1	1	https://raw.githubusercontent.com/Crazedpeanut/PTV-Client-SDKs/master/swagger.yaml
0-16	1	1	https://raw.githubusercontent.com/tylerlong/ringcentral-csharp-codegen/master/specs/basic.json
0\d{7}X\d	1	1	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
0nnnnnnnnn	1	1	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
2017-02-17T12:14:24+0200	1	1	https://raw.githubusercontent.com/geekhub-php/CheTheatre/master/doc/theatre.json
64 chars hex	1	2	https://raw.githubusercontent.com/RCasatta/ew-core/master/ewcore/bin/manifest.yaml
>= 0	1	1	https://raw.githubusercontent.com/Jumpscale/_archive/master/agentcontroller8/agent-swagger.yaml
>= 1	1	1	https://raw.githubusercontent.com/Jumpscale/_archive/master/agentcontroller8/agent-swagger.yaml
AAAA-MM-GG	1	1	https://raw.githubusercontent.com/salvioner/SE_16_182870_175020_173715_P/master/API/API.yaml
AAAAMMGG	1	1	https://raw.githubusercontent.com/salvioner/SE_16_182870_175020_173715_P/master/API/API.yaml
ASC - DESC	1	5	https://raw.githubusercontent.com/EpykOS/msipymeDocs/master/api/api/swagger.yaml
ASC|DESC	1	1	https://raw.githubusercontent.com/10Duke/java-client-idp/master/com.tenduke.client.java.sample/src/main/resources/user_api_v1.json
AVC Id	1	1	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
AccountProviderNamespace	1	5	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Commerce.json
Airport Id	1	2	https://raw.githubusercontent.com/motation/ai15-price-and-revenue/master/docs/flightop.yaml
ApprovalStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ApprovalType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
Base64	1	2	https://raw.githubusercontent.com/ISS-Analytics/canvas-lms-visualizations-api/master/public/swagger.yaml
Base64-url-encoded JWT (JSON Web Token)	1	2	https://raw.githubusercontent.com/webwallet/swagger/master/swagger.yaml
BuildQueryOrder	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
BuildReason	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
BuildReference	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
BuildResult	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
BuildStatus	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
BuildType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TestImpact.json
CLXXXXXX,	1	1	https://raw.githubusercontent.com/mon0051/Angular2TestHarness/master/swagger/swagger-0.1.3.yaml
CancellationToken	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Drop.json
ChangeList	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
Char	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Security.json
Column name	1	5	https://raw.githubusercontent.com/EpykOS/msipymeDocs/master/api/api/swagger.yaml
Column_Type_Format	1	2	https://raw.githubusercontent.com/yolanda6/test/master/courseAPI-4.json
CombinationID	1	2	https://raw.githubusercontent.com/TimeZynk/timezynk-api-spec/master/spec/swagger.yaml
CommentSortOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
CommentTrackingCriteria	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/CodeReview.json
ConnectOptions	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Locations.json
ConnectedServiceKind	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Core.json
CultureInfo	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Accounts.json
CustomTestFieldScope	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
DEFINITELYALPHANUMERIC	1	1	https://raw.githubusercontent.com/dwojciec/test/master/src/main/resources/ahoi.swagger.json
DEFINITELYNUMERIC	1	1	https://raw.githubusercontent.com/dwojciec/test/master/src/main/resources/ahoi.swagger.json
DESC	1	1	https://raw.githubusercontent.com/sergehuber/contextserver-rest-api/master/cxsSwagger.yaml
DateTimeOffset	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/CodeReview.json
DayOfWeek	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Work.json
Decimal	1	2	https://raw.githubusercontent.com/Crazedpeanut/PTV-Client-SDKs/master/swagger.yaml
DefinitionQueryOrder	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
DefinitionRunInfo	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TestImpact.json
DefinitionType	1	5	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
DeploymentGroupActionFilter	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
DeploymentGroupExpands	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
DeploymentOperationStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
DeploymentStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
Either 'all' or a version number.	1	1	https://raw.githubusercontent.com/OrganicityEu-Platform/api/master/raw/Scenarios.yaml
Embed URL for this attachment	1	1	https://raw.githubusercontent.com/fabito/api-doc/master/curation/curation_api.yaml
Embed URL for this attachment (* TODO - o que eh i...	1	1	https://raw.githubusercontent.com/fabito/api-doc/master/cards/cards_api.yaml
Empty string if true	1	1	https://raw.githubusercontent.com/wiki-ai/ores/master/ores/wsgi/templates/v2_swagger.json
Eurobetrag	1	1	https://raw.githubusercontent.com/hypoport/europace2-api/master/Produktanbieterdarlehensdaten/swagger.yaml
ExtensionRequestState	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/ExtensionManagement.json
ExtensionValidationStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Oss.json
Float	1	1	https://raw.githubusercontent.com/Azar06/AWIMarket/master/API-DOC.json
FolderQueryOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
Foo/Bar	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
For local Authentication this is the User's email ...	1	1	https://raw.githubusercontent.com/xhape/ideamarket-api/master/api/swagger/swagger.yaml
Format : yyyy-mm-dd 	1	4	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
GUID	1	3	https://raw.githubusercontent.com/BrightstarDB/BrightstarDB/master/src/core/BrightstarDB.Server.AspNet/assets/swagger.json
GetBehaviorsExpand	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTrackingProcess.json
GetFieldsExpand	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
GetProcessExpandLevel	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTrackingProcess.json
GitBaseVersionDescriptor	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitPullRequestSearchCriteria	1	3	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitPushSearchCriteria	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitQueryCommitsCriteria	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitTargetVersionDescriptor	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GitVersionDescriptor	1	6	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
GivenNames FamilyName (Alias)	1	1	https://raw.githubusercontent.com/mon0051/Angular2TestHarness/master/swagger/swagger-0.1.3.yaml
HTTP response code	1	1	https://raw.githubusercontent.com/mg4tv/API-spec/master/swagger.yaml
Hex16	1	12	https://raw.githubusercontent.com/favweb/news-hacks-other/master/onos_swagger.json
HistoryEntry	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Git.json
IP	1	1	https://raw.githubusercontent.com/MrJellyB/procitor/master/api/swagger.yaml
ISBN-13	1	2	https://raw.githubusercontent.com/juleux/Ice-and-Fire-API/master/swagger.yaml
ISO 3166-1 alpha-2	1	2	https://raw.githubusercontent.com/cultuurnet/udb3-swagger/master/swagger.json
ISO 8601 formatted date string	1	4	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
ISO8601-UTC	1	2	https://raw.githubusercontent.com/jesuspc/time_machine/master/priv/static/swagger.json
Inbound or Outbound	1	1	https://raw.githubusercontent.com/SPHornsby/metrominder/master/swagger.json
Int64	1	2	https://raw.githubusercontent.com/Azar06/AWIMarket/master/API-DOC.json
JSON_CALLBACK	1	5	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
JValue	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Npm.json
JWT	1	2	https://raw.githubusercontent.com/BafS/Kaudio/master/docs/swagger.yaml
JsonPatchOperationData	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/IdentityMru.json
Lat,Lon	1	2	https://raw.githubusercontent.com/Aallam/GeoLocation-API/master/api/swagger.yaml
Ledger query syntax	1	1	https://raw.githubusercontent.com/kadena-io/juno/master/swagger/juno-swagger.json
Location	1	1	https://raw.githubusercontent.com/Tidetech/tidetech-apiary/master/swagger.yaml
MAC Address	1	1	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
MS	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
MachineGroupActionFilter	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
MailSectionType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
Major Version.Minor Version.Build YYMM.Build Relea...	1	3	https://raw.githubusercontent.com/Avalara/developer-dot/master/dynamic/swagger/communications/afc.yaml
MediaType	1	1	https://raw.githubusercontent.com/Chronoes/ttu-webservices-project/master/docs/restApi.yaml
MetadataType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Search.json
MongoDB ObjectId	1	2	https://raw.githubusercontent.com/BafS/Kaudio/master/docs/swagger.yaml
Nome Cognome	1	1	https://raw.githubusercontent.com/salvioner/SE_16_182870_175020_173715_P/master/API/API.yaml
None or combination elements in Set {LIVESTOCK, GO...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
NotificationResult	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/ServiceHooks.json
NotificationStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/ServiceHooks.json
OAUTH2 (IAM)	1	1	https://raw.githubusercontent.com/zalando-incubator/zally/master/server/src/main/resources/api/zally-api.yaml
OK	1	1	https://raw.githubusercontent.com/zhanggbj/bosh-swagger/master/docs/swagger/swagger.json
ObjectId	1	37	https://raw.githubusercontent.com/TimeZynk/timezynk-api-spec/master/spec/swagger.yaml
OpenSearch SRU	1	2	https://raw.githubusercontent.com/airbusgeo/api-docs/master/search.yaml
OrganizationSearchKind	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Organization.json
OssResourceType	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Oss.json
P#D where # is the number of days.	1	1	https://raw.githubusercontent.com/Avalara/developer-dot/master/dynamic/swagger/communications/afc.yaml
PipelineDefinitionExpands	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineDefinitionQueryOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineDefinitionTriggerType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineExpands	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineQueryOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PipelineStatus	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Pipeline.json
PlanGroupStatusFilter	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Task.json
ProjectState	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Core.json
PropertyPair	1	1	https://raw.githubusercontent.com/hellosnow/simple_doc/master/jehuan_simple_test/swagger.json
Prozentsatz	1	1	https://raw.githubusercontent.com/hypoport/europace2-api/master/Produktanbieterdarlehensdaten/swagger.yaml
QueryDeletedOption	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Build.json
QueryExpand	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
QueryMembership	1	5	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Identities.json
RGB	1	1	https://raw.githubusercontent.com/kbessinger/lamda_proc/master/example/swagger.yaml
Rating	1	3	https://raw.githubusercontent.com/Chronoes/ttu-webservices-project/master/docs/restApi.yaml
RecommendationInput	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Recommendation.json
RecommendationType	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Recommendation.json
Region	1	1	https://raw.githubusercontent.com/Tidetech/tidetech-apiary/master/swagger.yaml
ReleaseDefinitionExpands	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReleaseDefinitionQueryOrder	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReleaseExpands	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReleaseQueryOrder	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReleaseReference	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
ReleaseStatus	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Release.json
ReportingRevisionsExpand	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
ResourceName	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Commerce.json
ResponseType	1	3	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/DelegatedAuthorization.json
ResultDetails	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
ReviewSearchCriteria	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/CodeReview.json
Risk1,Risk2,Risk3,Risk4,Risk5	1	1	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
SINGLE element in Downslope set +  , + SINGLE elem...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE element in SET { <10cm ; 10-50cm ; 50cm-1m ...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE element in SET {5m ; 10m ; 15m ; 20m ; 25m}	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE element in SET {WEST ; NORTH ; SOUTH ; EAST...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE elemet in SET { tree; shrubland; grassland;...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SINGLE elemet in SET { tree; shrubland; grassland;...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SUBSET of SET = { Bare ; Trees ; Shrubs ; Sub-shru...	1	10	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
SecureFileActionFilter	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
Set of 'CallerId', 'SmsSender'	1	1	https://raw.githubusercontent.com/tylerlong/ringcentral-csharp-codegen/master/specs/basic.json
Single element in set {SAND ; LOAMY SAND ; SANDY L...	1	7	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
Single element in set {SAND ; LOAMY SAND ; SANDY L...	1	14	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
Single element in {FLAT (0-2%); GENTLE (3-5%); MOD...	1	2	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
Size(2)	1	3	https://raw.githubusercontent.com/EpykOS/msipymeDocs/master/api/api/swagger.yaml
StreamContent	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
StreamedBatch	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
String - None or combination elements in Set {LIVE...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
String - SINGLE element in Downslope set + , + S...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
String - Single element in Set {tree cover, >25% c...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
SubscriptionQueryFlags	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Notification.json
TaskAgentPoolActionFilter	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
TaskAgentPoolType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
TaskAgentQueueActionFilter	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
TaskResult	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
TestSessionSource	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Test.json
Text	1	22	https://raw.githubusercontent.com/ReDeployIO/swagger-api/master/swagger.json
TfvcChangesetSearchCriteria	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Tfvc.json
TfvcLabelRequestData	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Tfvc.json
TfvcShelvesetRequestData	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Tfvc.json
TfvcVersionDescriptor	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Tfvc.json
TimeZoneInfo	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Accounts.json
Token XXXXXXXX	1	1	https://raw.githubusercontent.com/malaonline/Server/master/server/app/api/api.yaml
TreeStructureGroup	1	4	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
UNSPECIFIED	1	1	https://raw.githubusercontent.com/dwojciec/test/master/src/main/resources/ahoi.swagger.json
UTC Unix epoch	1	1	https://raw.githubusercontent.com/mg4tv/API-spec/master/swagger.yaml
UTF-8	1	8	https://raw.githubusercontent.com/mg4tv/API-spec/master/swagger.yaml
UUID V4	1	1	https://raw.githubusercontent.com/TimVosch/gomeetup-REST/master/api/swagger/swagger.yaml
UsageSummaryQueryCriteria	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Utilization.json
User already exists	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
User doesn't exist	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
UserType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/UserMapping.json
VariableGroupActionFilter	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
WXXXXX	1	1	https://raw.githubusercontent.com/mon0051/Angular2TestHarness/master/swagger/swagger-0.1.3.yaml
WidgetScope	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Dashboard.json
WorkItemErrorPolicy	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
WorkItemExpand	1	5	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
X;Y;Z	1	4	https://raw.githubusercontent.com/InfiniteRam/mwissues-nodejs-server/master/tools/server-api.yaml
X;Y;Z;W	1	2	https://raw.githubusercontent.com/InfiniteRam/mwissues-nodejs-server/master/tools/server-api.yaml
Y-m-d	1	4	https://raw.githubusercontent.com/otmjka/testswagger/master/api.json
YYYY-MM-DD 24HH:MM:SS.USSS	1	1	https://raw.githubusercontent.com/21dotco/sensor21/master/manifest.yaml
YYYY-MM-DDThh:mm:ss+00:00	1	2	https://raw.githubusercontent.com/Chronoes/ttu-webservices-project/master/docs/restApi.yaml
YYYY-MM-DDThh:mm:ssTZD	1	1	https://raw.githubusercontent.com/CEITECHS/pango-service-registry/master/src/main/resources/pango-api.yaml
YYYY-MM-dd	1	3	https://raw.githubusercontent.com/CEITECHS/pango-service-registry/master/src/main/resources/pango-api.yaml
YYYY-MM-ddThh:mm:ssTZD	1	3	https://raw.githubusercontent.com/CEITECHS/pango-service-registry/master/src/main/resources/pango-api.yaml
